,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_sqr,Beneficio
76,0.27,1.26,10.7,-0.432,0.99669,3.13,0.48,16.8,5,2.67,M,**,2.0,0.0,0.35121612243467293,0.18860124149240687,9.157458189220398,63.66684036725246,10.405522975457052,2.434733976211859,1.3402784275201314,1.7219697387968875,1.104466924575206,2.1766247860728023,2.1575230219663686,1.2870588027539132,1.1024008866501982,0.4253978408678101,276
77,-1.22,0.26,11.0,0.03,0.99402,1.9,0.36,11.2,2,2.07,B,****,1.0,0.0,0.9631612964906,0.8670475635661966,1.1722134088067866,19.629173032280775,10.46314280047048,9.171647333065774,1.3292273166403472,1.0554081266505013,1.060665785740293,1.777216073778776,1.3645593560288818,0.5284159686232499,1.8258173720664992,9.0262639864636,688
78,0.155,1.43,-41.0,0.025,0.9934,3.18,0.61,3.9,3,2.29,R,***,1.0,0.0,0.1477073270730438,0.48168455492477225,8.272135872978795,77.76518641229985,2.851843020510575,9.075663218276828,1.3266213070186355,1.7436844936357407,1.1498484601020227,1.0487606714211384,1.6712221139600012,0.7680109649424475,0.7147151151677358,2.783340134107159,949
79,0.21,-0.15,34.5,0.034,0.9917,3.3,0.68,11.2,3,2.92,B,****,2.0,13.333333333333334,0.26889232481142566,0.022417503010926043,8.689936741216398,12.116784189916842,15.471031861478714,9.24879815080269,1.3193958988089562,1.794728283105314,1.1734575868097858,1.777216073778776,1.6712221139600012,1.7012100327826551,0.9645278896240654,0.005786993712493359,1123
80,0.01,1.42,8.4,-0.251,1.03166,3.09,-1.38,8.8,3,4.5,R,Desc,3.0,0.0,0.1330918923346932,0.8874520672190555,7.219997349029445,76.85552692430467,9.969056393821013,4.5604960582408856,1.464788835554002,1.704398754904912,0.01303767394435631,1.5753404779800582,1.6712221139600012,5.652772451675782,0.6783985713635835,9.45633729332224,381
81,-0.63,-0.95,13.4,-0.336,0.9989,3.22,0.53,9.0,3,1.0,B,*,3.0,0.0,0.21488748056549678,0.5262257350466131,3.4307877860207823,4.726920929083314,10.929828734635683,3.4798107923134136,1.349223147677968,1.7608635037834521,1.122165920292877,1.5931407870954277,1.6712221139600012,1e-08,0.862188973895952,3.3224438042923627,471
82,0.99,0.15,1.2,0.053,1.03601,3.86,0.43,9.2,3,1.15,M,*,1.0,0.0,0.42849809910189285,0.8505366939026624,15.723142257793224,17.246094481452428,8.663181418053378,9.619677335631328,1.47822569217451,2.0159154071362813,1.0864490215950546,1.6107443973056803,1.6712221139600012,0.010402158103182315,1.2177062511381638,8.685584400661183,269
83,0.655,-1.19,48.8,-0.236,0.96197,2.71,0.88,5.3,2,2.59,B,***,1.0,0.0,0.7202969814641655,0.7058736541987322,12.448855568358626,3.56398302626378,18.99614074650443,4.766352135556413,1.1678161721904519,1.5274261986815445,1.237994174847528,1.222578654946962,1.3645593560288818,1.1667116858379931,1.57889367023541,5.98091060436068,419
84,0.835,0.16,109.9,0.051,0.99564,3.67,0.45,10.8,1,3.78,R,***,2.0,6.666666666666667,0.3395713265005388,0.6786936210725197,14.160708681425136,17.45021868830832,38.1298036257017,9.58029409141673,1.3359651644549606,1.9436930742990541,1.093695186496649,1.745192562730098,0.9649150833430776,3.5663541554225446,1.083963957862638,5.528883695718633,667
85,0.32,-0.59,8.3,0.036,1.00919,4.23,0.52,12.6,2,5.14,M,Desc,1.0,0.0,0.06378993602103111,0.12266497452390002,9.556416316846391,7.220086546247166,9.950291709407413,9.28749473497307,1.388692468306094,2.1496064955310774,1.1186510928241102,1.8850189904905081,1.3645593560288818,7.908979494071165,0.46939068663608075,0.17945953695388447,371
86,-1.04,-0.38,5.9,0.448,1.0167,3.12,0.66,15.7,2,5.22,R,*,1.0,0.0,0.007674622983363633,0.7346073179210718,1.7357171318194011,9.243890134941621,9.505242370571612,18.98137681557266,1.415506880010714,1.7175938445772096,1.1667688062399568,2.104161532927348,1.3645593560288818,8.21758270533774,0.16148607857812874,6.478086838341644,564
87,0.42,1.48,-51.4,-0.339,0.99013,3.14,0.88,18.5,2,1.35,B,Desc,3.0,0.0,0.04346042971747577,0.8579826966313332,10.37985144743291,82.47755576686716,1.903164964231298,3.4443348160405827,1.3126159258900942,1.726334541082615,1.237994174847528,2.284096101278486,1.3645593560288818,0.0565705286244495,0.38723972006517454,8.838411347632508,681
88,0.23,1.94,3.2,0.775,1.02365,3.02,1.29,13.3,5,4.07,R,**,3.0,0.0,0.3789805284209171,0.20846287116801787,8.84441621719989,141.71015640011362,9.01673244925412,29.115505432302974,1.4390325428411932,1.6732055913433064,1.3585478441470202,1.936671475835785,2.1575230219663686,4.349179004406423,1.1451626629791956,0.5199633614469891,764
89,0.31,-0.49,53.3,0.036,1.03461,2.12,-0.67,6.1,3,2.26,B,***,3.0,0.0,0.7264925645409818,0.24572258676106318,9.47594418797894,8.121636218764618,20.180214273265346,9.28749473497307,1.473941202501694,1.2020865088084787,0.5756458917436391,1.311601445298962,1.6712221139600012,0.7327088716128716,1.5856708275180686,0.7229470599425419,990
90,-0.48,-0.88,14.8,-0.313,0.97751,3.12,0.69,14.5,3,3.11,M,**,2.0,0.0,0.45948531327996667,0.7750714388610398,4.193841288211737,5.132738376365246,11.206764266785662,3.7578318462841676,1.253865334953544,1.7175938445772096,1.1767852741464173,2.0221513496728085,1.6712221139600012,2.0545390104665446,1.2609815461019829,7.211890091786556,594
91,0.17,0.27,1.4,0.032,0.99254,3.14,0.67,6.1,2,3.4,R,***,2.0,6.666666666666667,0.0986469095476199,0.730881397206414,8.38506080930294,19.861503278456823,8.69821833594802,9.210182350166926,1.322980897015027,1.726334541082615,1.170118788987635,1.311601445298962,1.3645593560288818,2.658059157821343,0.5839428026424618,6.412497566007458,446
92,0.18,0.28,41.5,0.041,0.99207,3.13,0.45,9.3,2,5.86,R,**,3.0,0.0,0.306234508425152,0.2143262659528422,8.460769414774614,20.096583377782547,17.151445012311,9.384589623362954,1.320978602716704,1.7219697387968875,1.093695186496649,1.6194744475983374,1.3645593560288818,10.899027043207546,1.0293582863489326,0.5496932779100482,540
93,-0.35,0.65,17.6,-0.124,0.9923,3.91,0.47,3.0,2,1.87,B,**,1.0,0.0,0.8734930294369526,0.051431105297486956,4.917080127589024,31.059639310169434,11.771029381783077,6.447043970722415,1.3219595856558448,2.0344952103022873,1.100889222004193,0.9198365013245631,1.3645593560288818,0.349360943266227,1.7387385232840955,0.031209250846014332,612
94,0.18,0.35,1.5,0.049,1.03452,3.7,0.04,10.2,2,2.02,B,**,2.0,0.0,0.1207401771699742,0.3131933138475481,8.460769414774614,21.821923041342732,8.715763310330795,9.540991630736748,1.473664489833048,1.9552739619516786,0.933515304823305,1.696023951238497,1.3645593560288818,0.4801916223143132,0.6461173912508258,1.1754495348170968,855
95,0.29,-0.3,1.4,0.666,0.98378,2.07,-1.24,9.0,3,1.96,R,***,3.0,0.0,0.7395297149506718,0.16548335656598967,9.316020685257413,10.156303694601124,8.69821833594802,25.497515266372815,1.2840622838219236,1.1703658157370491,0.15186132366368016,1.5931407870954277,1.6712221139600012,0.4253677259169082,1.5998380004296253,0.32727144044288914,420
96,1.18,0.3,13.0,-0.633,1.0739,3.72,0.8,7.6,3,1.0,R,*,2.0,6.666666666666667,0.9725424457878581,0.992663352431302,17.749900901133742,20.57512370979586,10.85134066732941,0.8494212257294425,1.5821884576735137,1.9629565963341158,1.2126771103636147,1.4640006645814176,1.6712221139600012,1e-08,1.8346888144018652,11.832771220149207,505
97,-0.4,1.24,-33.3,-0.522,0.98962,3.19,0.75,12.4,2,1.78,M,***,2.0,0.0,0.9539851188161402,0.28123863369973967,4.6321063097906015,62.18606429235193,3.67741153296747,1.624014007296087,1.3103907395884775,1.7479950742918102,1.196522154506098,1.869999103894238,1.3645593560288818,0.28082903495005684,1.817097862075503,0.9474993543409548,703
98,1.35,1.54,-11.7,-0.098,0.9891,3.03,-0.55,13.3,2,2.32,R,*,3.0,0.0,0.044361084850690125,0.58315689615713,19.667433540750682,88.51083946085673,6.552661661754014,6.873435990588823,1.308110190032964,1.6776972662865026,0.645846337924605,1.936671475835785,1.3645593560288818,0.8041435998647462,0.391244586145789,4.080947330914391,670
99,1.74,0.19,-33.6,-0.128,0.99364,3.34,0.72,10.1,2,1.0,R,***,1.0,6.666666666666667,0.2798478176058634,0.15079688648496337,24.43803383297795,18.07720207484877,3.64328438376513,6.382656951454482,1.327631905916654,1.8114232735031741,1.186702406591732,1.6876899212243768,1.3645593560288818,1e-08,0.9839907507691429,0.27160667058986104,533
100,2.68,2.06,1.1,0.564,0.99445,3.15,1.84,13.7,2,1.14,R,Desc,3.0,0.0,0.642492290104316,0.5354763191827141,38.06331696430521,163.2008185365368,8.645689474541511,22.32920099674494,1.3310257489526465,1.7306883353560871,1.500351747786755,1.9655778532546502,1.3645593560288818,0.009062704768629666,1.4911656458458549,3.4403892792329476,330
101,0.27,0.31,-24.6,-0.194,1.01824,4.17,0.66,14.2,2,1.16,R,Desc,3.0,0.0,0.572564393077601,0.5695042353160724,9.157458189220398,20.81865019706756,4.736304146366851,5.366923624773083,1.4208211610429824,2.128497377779261,1.1667688062399568,2.001123724827293,1.3645593560288818,0.01183389383692644,1.4076616105553041,3.8919484903870423,704
102,0.25,1.83,-45.4,0.049,0.99154,3.17,0.48,13.4,3,1.19,M,**,2.0,0.0,0.9148996149090728,0.8028070129848829,9.00025669986789,124.50584353393879,2.4271456442709707,9.540991630736748,1.3187097187166879,1.73936323030672,1.104466924575206,1.9439383679243172,1.6712221139600012,0.016682795433307814,1.7794789959382182,7.737601637591312,574
103,0.48,1.06,1.8,0.034,0.991,3.68,-1.94,12.6,3,1.7,B,****,3.0,0.0,0.7375281600275329,0.041526067897003416,10.89024460599892,50.31657119443419,8.768504295220927,9.24879815080269,1.3163859175068564,1.947561021760502,-0.892525499627191,1.8850189904905081,1.6712221139600012,0.22618698625848305,1.597671119480237,0.02025526576601072,953
104,0.21,0.28,7.5,0.07,1.0739,2.87,1.03,9.4,2,2.8,M,Desc,3.0,0.0,0.09381740545665773,0.8551802273642336,8.689936741216398,20.096583377782547,9.8008106045495,9.957696546665437,1.5821884576735137,1.6043221169272643,1.283802412526093,1.6281576887378693,1.3645593560288818,1.4952194152319216,0.5694482339180104,8.780735097686115,275
105,1.64,1.97,75.6,-0.124,0.96292,2.94,0.44,9.1,3,1.39,M,**,3.0,0.0,0.011198576232496205,0.017673027802107,23.16546649650368,146.80177819316597,26.576179245123296,6.447043970722415,1.173643315092561,1.6368285248250318,1.0900786673947154,1.601966772589038,1.6712221139600012,0.07023375788989472,0.19564339737990774,0.003554946112369629,245
106,-0.27,0.52,-12.1,-0.13,0.9969,3.25,2.3,7.6,5,1.39,M,**,3.0,0.0,0.7727204592668653,0.8341109180233313,5.390731322965107,26.654156282863656,6.491921259244081,6.3505846171224345,1.3411361011798613,1.773638570330675,1.6052291577437976,1.4640006645814176,2.1575230219663686,0.07023375788989472,1.6353517530219999,8.35316346269975,277
107,-1.0,0.46,6.3,0.032,0.99214,2.21,1.52,5.5,2,1.76,B,****,3.0,0.0,0.4826526810011833,0.13471922148521076,1.8759112549073513,24.837293088954297,9.578710182098842,9.210182350166926,1.321277394090112,1.257168434333153,1.4203108988755613,1.2454310552882981,1.3645593560288818,0.2666148283820144,1.292389674981969,0.21661418093777418,984
108,0.18,0.36,64.8,0.034,0.99074,3.16,1.08,11.0,2,1.0,MM,Desc,2.0,6.666666666666667,0.7154670700421353,0.27572864273858133,8.460769414774614,22.080206604480747,23.368807956875333,9.24879815080269,1.3152626471739797,1.7350312044860536,1.2986170909845398,1.7612771011266364,1.3645593560288818,1e-08,1.573590132861373,0.910674835562393,279
109,0.32,1.7,60.7,-0.551,0.99463,3.27,1.21,11.3,3,1.04,M,***,1.0,0.0,0.22780012499201951,0.9175317865900369,9.556416316846391,106.8459996763971,22.20518904769322,1.3976300145561558,1.331776421373709,1.7821044051822676,1.336138525260035,1.7851321928277326,1.6712221139600012,0.0007437033786356822,0.887732216798834,10.108591457886721,575
110,0.28,0.35,28.9,0.054,0.99178,4.2,3.38,10.7,3,2.05,R,**,3.0,6.666666666666667,0.07553094090797075,0.24400962747166532,9.236569311403342,21.821923041342732,14.189065644997623,9.639399251564107,1.3197385877669814,2.139077975769302,1.8152968220271546,1.7370944441901097,1.6712221139600012,0.5088493829021006,0.5108527267538818,0.7128833005189789,494
111,1.08,0.6,53.5,0.064,1.0439,3.68,1.9,10.3,2,2.74,B,***,1.0,6.666666666666667,0.22891358860271482,0.008358872187365196,16.66787450049065,29.28504146851087,20.233670580321125,9.837729184492833,1.5017018823920536,1.947561021760502,1.5146714844263511,1.7043172287303043,1.3645593560288818,1.397207356012897,0.8899004866360186,0.0007470124470383606,447
112,-0.65,2.9,70.6,0.421,0.995,2.45,0.78,17.9,3,2.63,B,***,2.0,0.0,0.3686446037391564,0.768525514601758,3.334831597471149,438.5022434469692,25.06565354258941,18.24113003024452,1.3333154960750198,1.3934491257123494,1.2062464119042993,2.2467521363162817,1.6712221139600012,1.2261469851024211,1.1294328160716056,7.090513236247601,842
113,-0.82,1.11,12.5,0.035,0.98535,2.88,1.65,5.2,2,1.24,R,**,2.0,0.0,0.1829358255970457,0.1942427320862271,2.5741546396862898,53.36562539288272,10.753628314728362,9.268136344946054,1.2912995765707374,1.6090060973360791,1.4536038357138956,1.2109907491635195,1.3645593560288818,0.0266099460777734,0.795465495223167,0.4512939346039137,690
114,0.14,0.33,-44.7,0.104,0.99057,2.99,1.47,20.9,3,3.15,R,***,3.0,6.666666666666667,0.07425925806391864,0.12192580557905286,8.159976502914683,21.31438440173779,2.492421970018037,10.651244799861196,1.3145266422371762,1.6596576308667998,1.407204870155012,2.4277344070574913,1.6712221139600012,2.1331690487628046,0.506525839688749,0.17729487196090793,741
115,0.33,0.62,1.9,0.038,1.01853,3.23,0.43,13.4,3,1.0,B,***,2.0,6.666666666666667,0.5605738178883193,0.09716055484173902,9.63722869738497,29.98237758798568,8.786119977431573,9.326272102678063,1.4218152578852148,1.7651321325496394,1.0864490215950546,1.9439383679243172,1.6712221139600012,1e-08,1.3928404074656677,0.11236155276251122,1097
116,0.24,0.55,-46.2,-0.202,0.99931,2.9,-0.94,2.8,2,1.12,M,Desc,3.0,0.0,0.8166250445788651,0.6827069583274661,8.922166332698326,27.611835580189897,2.353604746549573,5.249782415221608,1.3508631537529232,1.6183333878005741,0.39696510527421097,0.888650236721069,1.3645593560288818,0.006660645297098938,1.681177065558044,5.594511330534436,296
117,0.7,0.29,46.5,0.499,1.02159,3.68,0.46,10.3,1,2.83,R,***,2.0,0.0,0.09797786882196202,0.09656893137240907,12.866483702114765,20.334445877429346,18.404770990953743,20.419790356001418,1.4321798147515292,1.947561021760502,1.0972986735048311,1.7043172287303043,0.9649150833430776,1.5454712572305205,0.5819563835207957,0.11099066220152436,437
118,0.12,1.41,52.9,0.046,1.04495,2.36,-1.21,10.6,2,1.11,R,**,1.0,0.0,0.6439999974896954,0.9401619198559825,8.011621557011479,75.95650819244048,20.07351378263741,9.482189408844174,1.504744330891693,1.3439642734552864,0.17925797593717926,1.7289583959898647,1.3645593560288818,0.005598039160120765,1.492914630067786,10.613645063146397,771
119,1.63,0.8,5.2,0.076,0.99138,2.95,0.11,6.6,4,1.87,M,**,3.0,0.0,0.5782716543193661,0.6559390795607584,23.040081147047452,37.055109600359486,9.377354263242248,10.078390960649564,1.318022465804208,1.6414197470737313,0.9627438105515191,1.3642940358191955,1.9297524380738358,0.349360943266227,1.4146616474500315,5.1641138515908285,399
120,-1.1,-0.32,-45.9,0.028,0.99484,3.13,1.77,10.9,2,1.4,M,**,3.0,0.0,0.6137884440822071,0.27678711830463865,1.5356334973212875,9.920086357072861,2.381050006017834,9.133193099499236,1.3326506045702844,1.7219697387968875,1.4833820253192767,1.753253277190933,1.3645593560288818,0.07388027120423477,1.4574680749807167,0.9176922324236692,999
121,2.73,0.26,12.5,0.049,0.95985,2.81,1.01,3.9,1,3.01,R,**,2.0,0.0,0.429403718953266,0.12834944600384357,38.87227835563933,19.629173032280775,10.753628314728362,9.540991630736748,1.154488363737384,1.5759259044909977,1.2778145370370695,1.0487606714211384,0.9649150833430776,1.864423682669301,1.2189927913726555,0.19654548327646365,457
122,0.34,-0.15,4.0,0.064,0.9984,2.68,1.36,10.2,5,3.01,R,Desc,2.0,0.0,0.29261370381881735,0.37127806446823597,9.71838132959468,12.116784189916842,9.160132680914884,9.837729184492833,1.347215011933856,1.5125730703707005,1.3777523350600394,1.696023951238497,2.1575230219663686,1.864423682669301,1.006195030069644,1.6526625406428777,495
123,0.26,0.29,56.7,-0.623,0.99479,3.8,0.56,13.7,2,1.07,R,***,1.0,0.0,0.4899156461743551,0.648771840966441,9.078687318708582,20.334445877429346,21.09858775780446,0.9090054379589186,1.3324426217408738,1.9933910630664595,1.132636881020674,1.9655778532546502,1.3645593560288818,0.0022704386041231756,1.3020801411722611,5.051796168784895,560
124,0.57,0.1,-10.0,0.094,0.9972,4.33,3.38,9.2,3,2.2,M,*,3.0,0.0,0.3031208270875162,0.5603767689091557,11.678801331649014,16.26073590280968,6.813963709240108,10.444836513471088,1.3423585021410047,2.184335081816985,1.8152968220271546,1.6107443973056803,1.6712221139600012,0.6645963097318914,1.024109418748699,3.7680928153717983,133
125,0.55,-0.25,-21.5,0.029,1.01737,2.02,-2.02,9.8,2,2.96,M,***,2.0,0.0,0.40608149201665733,0.4690551234698185,11.501184742028881,10.771749455026212,5.145941864057353,9.152410118340677,1.4178262833263018,1.1377610955874438,-1.1288491788145951,1.66243717213176,1.3645593560288818,1.7728266087403608,1.185415855025145,2.639158664777221,739
126,0.33,0.64,18.9,0.056,0.9972,3.42,1.47,6.0,3,3.1,MM,Desc,3.0,6.666666666666667,0.8167704953640845,0.6418797848109721,9.63722869738497,30.696318692092238,12.037720522778258,9.678903671080624,1.3423585021410047,1.8443599450786627,1.407204870155012,1.300806818223992,1.6712221139600012,2.035112206890459,1.6813268037582831,4.944955557273564,150
127,0.48,0.3,1.5,0.037,0.97418,4.35,-1.22,15.5,2,2.9,R,**,3.0,0.0,0.7866796950163737,0.07101178927002771,10.89024460599892,20.57512370979586,8.715763310330795,9.30687332088374,1.2368976908568448,2.1912147504208295,0.1702089003171833,2.0907165782828065,1.3645593560288818,1.665955439198951,1.6500596713763844,0.059803198194329575,593
128,-0.77,1.23,4.6,0.338,0.99018,3.04,0.43,13.1,4,1.5,M,*,2.0,0.0,0.3890063608461364,0.7192124410271488,2.787675606548025,61.45864182975145,9.268425286853136,16.05775078792865,1.3128334732117448,1.6821769477994597,1.0864490215950546,1.9220552695932955,1.9297524380738358,0.11542093630316781,1.1602168512544229,6.209242280713904,373
129,-0.48,0.29,54.4,-0.216,1.00726,3.33,-2.32,11.0,2,3.73,M,Desc,1.0,0.0,0.3891170352044653,0.9690326183579393,4.193841288211737,20.334445877429346,20.475098971442076,5.047895464589162,1.381544239007139,1.8072639844212726,-9.210340371976182,1.7612771011266364,1.3645593560288818,3.4392283578048772,1.160381943350622,11.275845905333776,519
130,0.23,0.42,-97.8,0.044,0.96061,3.22,0.48,11.8,2,1.09,R,*,3.0,0.0,0.2886181186357818,0.46154746200970187,8.84441621719989,23.695387234266697,1e-08,9.443088907000726,1.1593192261873935,1.7608635037834521,1.104466924575206,1.8241975799598713,1.3645593560288818,0.0037496740837389777,0.9992983752929736,2.555266084027831,780
131,0.41,0.3,3.2,0.028,0.9927,2.37,1.5,11.7,2,6.79,R,**,3.0,6.666666666666667,0.3422173867734525,0.06041252746021508,10.295976801854184,20.57512370979586,9.01673244925412,9.133193099499236,1.3236604594554333,1.3495521978519014,1.4150890814069041,1.8164517163302607,1.3645593560288818,15.469208501972128,1.0881808286511219,0.04318070171051484,885
132,-0.29,-1.34,-10.2,0.024,0.99234,3.37,0.58,12.5,1,5.47,B,****,2.0,0.0,0.36491919216722757,0.67733370329688,5.270277014094325,2.987335039544592,6.782957137534276,9.056526982970002,1.3221299686339556,1.8238442299157733,1.1395571016703416,1.8775240668331135,0.9649150833430776,9.220034230212278,1.1237092722730606,5.506733628240334,726
